id,content,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere
359,奠定了三国鼎立的局面的基础是哪场战争？,赤壁之战,32,30,28,26,24,16,4,赤壁之战。,32,30,28,26,24,16,4,,,,,,,,
360,“多少楼台烟雨中”的前一句是？,南朝四百八十寺,32,30,28,26,24,16,4,南朝四百八十寺。,32,30,28,26,24,16,4,,,,,,,,
361,“七月七日长生殿，夜半无人私语时。”出自那首诗？,长恨歌,32,30,28,26,24,16,4,长恨歌。,32,30,28,26,24,16,4,,,,,,,,
362,世界上最古老的一座石拱桥是？,赵州桥,32,30,28,26,24,16,4,赵州桥。,32,30,28,26,24,16,4,,,,,,,,
363,《兰亭序》具有极高的艺术价值，它的作者是？,王羲之,32,30,28,26,24,16,4,王羲之。,32,30,28,26,24,16,4,,,,,,,,
364,唐朝的最高学府是？,国子监,32,30,28,26,24,16,4,国子监。,32,30,28,26,24,16,4,,,,,,,,
365,与《木兰辞》并称“乐府双璧”的是？,孔雀东南飞,32,30,28,26,24,16,4,孔雀东南飞。,32,30,28,26,24,16,4,,,,,,,,
366,“不为五斗米折腰”的是哪位古代人物？,陶渊明,32,30,28,26,24,16,4,陶渊明。,32,30,28,26,24,16,4,,,,,,,,
367,是哪位君主采纳“废黜百家，独尊儒术”的建议？,汉武帝,32,30,28,26,24,16,4,汉武帝。,32,30,28,26,24,16,4,,,,,,,,
368,唐太宗李世民在位时年号叫什么？,贞观,32,30,28,26,24,16,4,贞观。,32,30,28,26,24,16,4,,,,,,,,
369,孝文帝拓拔宏属于哪个民族？,鲜卑族,32,30,28,26,24,16,4,鲜卑族。,32,30,28,26,24,16,4,,,,,,,,
370,中国古代历法名著《授时历》的作者是？,郭守敬,32,30,28,26,24,16,4,郭守敬。,32,30,28,26,24,16,4,,,,,,,,
371,“煮酒论英雄”的典故发生在哪个时期？,三国时期,32,30,28,26,24,16,4,三国时期。,32,30,28,26,24,16,4,,,,,,,,
372,著有《徐霞客游记》的徐霞客是哪个朝代的人？,明朝,32,30,28,26,24,16,4,明朝。,32,30,28,26,24,16,4,,,,,,,,
373,著名历史事件“玄武门之变”中，最终的赢家是谁？,李世民,32,30,28,26,24,16,4,李世民。,32,30,28,26,24,16,4,,,,,,,,
374,《资治通鉴》是我国第一部编年体通史，它的作者是？,司马光,32,30,28,26,24,16,4,司马光。,32,30,28,26,24,16,4,,,,,,,,
375,中国第一个奴隶制度的王朝是？,夏朝,32,30,28,26,24,16,4,夏朝。,32,30,28,26,24,16,4,,,,,,,,
376,“二胡”是民间常见的拉弦乐器，它的琴弦数目是？,两根,32,30,28,26,24,16,4,两根。,32,30,28,26,24,16,4,,,,,,,,
377,敕勒歌是哪个民族的民歌？,鲜卑族,32,30,28,26,24,16,4,鲜卑族。,32,30,28,26,24,16,4,,,,,,,,
378,燕窝中最珍贵的是？,血燕,32,30,28,26,24,16,4,血燕。,32,30,28,26,24,16,4,,,,,,,,
379,“婴宁”是谁笔下的人物？,蒲松龄,32,30,28,26,24,16,4,蒲松龄。,32,30,28,26,24,16,4,,,,,,,,
380,哪一种生态系统的生态平衡最容易维持？,热带雨林,32,30,28,26,24,16,4,热带雨林。,32,30,28,26,24,16,4,,,,,,,,
381,哪一种鱼是胎生？,鲨鱼,32,30,28,26,24,16,4,鲨鱼。,32,30,28,26,24,16,4,,,,,,,,
382,我国古代称正月初一为？,元旦,32,30,28,26,24,16,4,元旦。,32,30,28,26,24,16,4,,,,,,,,
383,我国第一部在国际电影节上获奖的影片是？,渔光曲,32,30,28,26,24,16,4,渔光曲。,32,30,28,26,24,16,4,,,,,,,,
384,奥林匹克运动会的发源地在哪？,古希腊,32,30,28,26,24,16,4,古希腊。,32,30,28,26,24,16,4,,,,,,,,
385,泼水节是我国哪个少数民族的传统节日？,傣族,32,30,28,26,24,16,4,傣族。,32,30,28,26,24,16,4,,,,,,,,
386,“山重水复疑无路，柳暗花明又一村。”是谁的诗句？,陆游,32,30,28,26,24,16,4,陆游。,32,30,28,26,24,16,4,,,,,,,,
387,战狼2的导演是谁？,吴京,32,30,28,26,24,16,4,吴京。,32,30,28,26,24,16,4,,,,,,,,
388,“人不可有傲气，但不可无傲骨。”是谁的座右铭？,徐悲鸿,32,30,28,26,24,16,4,徐悲鸿。,32,30,28,26,24,16,4,,,,,,,,
389,我国最早的一部医学理论著作是？,黄帝内经,32,30,28,26,24,16,4,黄帝内经。,32,30,28,26,24,16,4,,,,,,,,
390,著有“农村三部曲”的著名作家是？,茅盾,32,30,28,26,24,16,4,茅盾。,32,30,28,26,24,16,4,,,,,,,,
391,莎士比亚四大悲剧中哪部又称“王子复仇记”？,哈姆雷特,32,30,28,26,24,16,4,哈姆雷特。,32,30,28,26,24,16,4,,,,,,,,
392,“天下兴亡，匹夫有责。”是哪位思想家的名言？,顾炎武,32,30,28,26,24,16,4,顾炎武。,32,30,28,26,24,16,4,,,,,,,,
393,被称为“国际会议之都”的城市是？,日内瓦,32,30,28,26,24,16,4,日内瓦。,32,30,28,26,24,16,4,,,,,,,,
394,骆驼的驼峰是用来储水的吗？(请回答对或错）,错,32,30,28,26,24,16,4,错。,32,30,28,26,24,16,4,,,,,,,,
395,好莱坞是位于美国的阿拉斯加洲吗？（请回答对或错）,错,32,30,28,26,24,16,4,错。,32,30,28,26,24,16,4,,,,,,,,
396,水上芭蕾又被称为花样游泳，对吗？（请回答对或错）,错,32,30,28,26,24,16,4,错。,32,30,28,26,24,16,4,,,,,,,,
397,跨欧亚两大洲的湖泊是死海对吗？（请回答对或错）,错,32,30,28,26,24,16,4,错。,32,30,28,26,24,16,4,,,,,,,,
398,卢沟桥事变又称为什么事变？,七七事变,32,30,28,26,24,16,4,七七事变。,32,30,28,26,24,16,4,,,,,,,,
399,安徽黄山所产的名茶众多，其中最为有名的是？,毛峰,32,30,28,26,24,16,4,毛峰。,32,30,28,26,24,16,4,,,,,,,,
400,茶叶依发酵程度不同分为绿茶、乌龙茶和什么茶？,红茶,32,30,28,26,24,16,4,红茶。,32,30,28,26,24,16,4,,,,,,,,
401,古代将中草药按药性分为“四气”，指的是什么？,寒热温凉,32,30,28,26,24,16,4,寒热温凉。,32,30,28,26,24,16,4,,,,,,,,
402,配制世界上最早的麻醉药剂“麻沸散”的是谁？,华佗,32,30,28,26,24,16,4,华佗。,32,30,28,26,24,16,4,,,,,,,,
403,古代医学著作《伤寒杂病论》的作者是？,张仲景,32,30,28,26,24,16,4,张仲景。,32,30,28,26,24,16,4,,,,,,,,
404,《天工开物》是明代记载农业手工业技术的著作，其作者是？,宋应星,32,30,28,26,24,16,4,宋应星。,32,30,28,26,24,16,4,,,,,,,,
405,洛阳白马寺创建于哪个朝代？,东汉,32,30,28,26,24,16,4,东汉。,32,30,28,26,24,16,4,,,,,,,,
406,“得道多助，失道寡助。”是谁提出的观点？,孟子,32,30,28,26,24,16,4,孟子。,32,30,28,26,24,16,4,,,,,,,,
407,《天王送子图》是何人所作？,吴道子,32,30,28,26,24,16,4,吴道子。,32,30,28,26,24,16,4,,,,,,,,
408,《温泉铭》是哪位帝王撰写？,唐太宗,32,30,28,26,24,16,4,唐太宗。,32,30,28,26,24,16,4,,,,,,,,
409,古代名画“洛神赋图”的作者是谁？,顾恺之,32,30,28,26,24,16,4,顾恺之。,32,30,28,26,24,16,4,,,,,,,,
410,古代名画“魏征进谏图”的作者是谁？,阎立本,32,30,28,26,24,16,4,阎立本。,32,30,28,26,24,16,4,,,,,,,,
411,世称“颜筋柳骨”的书法大家柳公权，他是哪个朝代人士？,唐朝,32,30,28,26,24,16,4,唐朝。,32,30,28,26,24,16,4,,,,,,,,
412,我国第一部系统分析字形和考求字的本义的字典是？,说文解字,32,30,28,26,24,16,4,说文解字。,32,30,28,26,24,16,4,,,,,,,,
413,以画竹子著称的书画家郑板桥是哪个朝代的人？,清朝,32,30,28,26,24,16,4,清朝。,32,30,28,26,24,16,4,,,,,,,,
414,《清明上河图》是哪个朝代的作品？,北宋,32,30,28,26,24,16,4,北宋。,32,30,28,26,24,16,4,,,,,,,,
415,“安能摧眉折腰事权贵，使我不得开心颜！”出自李白的哪首诗？,梦游天姥吟留别,32,30,28,26,24,16,4,梦游天姥吟留别。,32,30,28,26,24,16,4,,,,,,,,
416,“长风破浪会有时，直挂云帆济沧海。”是谁的诗？,李白,32,30,28,26,24,16,4,李白。,32,30,28,26,24,16,4,,,,,,,,
417,“惟见长江天际流”上一句？,孤帆远影碧空尽,32,30,28,26,24,16,4,孤帆远影碧空尽。,32,30,28,26,24,16,4,,,,,,,,
418,“几处早莺争暖树，谁家新燕啄春泥”出自哪首诗？,钱塘湖春行,32,30,28,26,24,16,4,钱塘湖春行。,32,30,28,26,24,16,4,,,,,,,,
419,“十年生死两茫茫。不思量，自难忘。千里孤坟，无处话凄凉。”出自苏轼的哪首词？,江城子,32,30,28,26,24,16,4,江城子。,32,30,28,26,24,16,4,,,,,,,,
420,世界上是被称为“教育王国”的哪一个国家？,以色列,32,30,28,26,24,16,4,以色列。,32,30,28,26,24,16,4,,,,,,,,
421,被人颂称“诗魔”的是谁？,白居易,32,30,28,26,24,16,4,白居易。,32,30,28,26,24,16,4,,,,,,,,
422,“厄尔尼诺”是一股很强的暖洋流，科学分析其会导致全球气温的升高。（请回答对或错）,错,32,30,28,26,24,16,4,错。,32,30,28,26,24,16,4,,,,,,,,
423,世界上冰最多的地区是南极大陆。（请回答对或错）,对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
424,交响曲是大型管弦乐曲、通常有四个乐章。（请回答对或错）,对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
425,最大的动物是蓝鲸。（请回答对或错）,对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
426,嗅觉最灵敏的动物是狗，其嗅觉细胞达22亿个。（请回答对或错）,对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
427,北京故宫在清朝时被称为什么？,紫禁城,32,30,28,26,24,16,4,紫禁城。,32,30,28,26,24,16,4,,,,,,,,
428,徐志摩的名诗《再别康桥》中的“康桥”是指哪所大学？,剑桥大学,32,30,28,26,24,16,4,剑桥大学。,32,30,28,26,24,16,4,,,,,,,,
429,我国现代的第一篇白话小说叫什么？,呐喊,32,30,28,26,24,16,4,呐喊。,32,30,28,26,24,16,4,,,,,,,,
430,“但愿人长久，千里共婵娟”是哪位作家的作品？,苏轼,32,30,28,26,24,16,4,苏轼。,32,30,28,26,24,16,4,,,,,,,,
431,不会游泳的人在死海里会漂浮还是下沉？,漂浮,32,30,28,26,24,16,4,漂浮。,32,30,28,26,24,16,4,,,,,,,,
432,“山外青山楼外楼”在原诗《题临安邸》中的下句是什么？,西湖歌舞几时休,32,30,28,26,24,16,4,西湖歌舞几时休。,32,30,28,26,24,16,4,,,,,,,,
433,我国宋代邢窑出白釉瓷、越窑出青釉瓷，获得了什么样的称号？,南青北白,32,30,28,26,24,16,4,南青北白。,32,30,28,26,24,16,4,,,,,,,,
434,电脑的中央处理器英文简写是什么？,CPU,32,30,28,26,24,16,4,CPU。,32,30,28,26,24,16,4,,,,,,,,
435,“建元”是我国哪一个皇帝使用的年号？,汉武帝,32,30,28,26,24,16,4,汉武帝。,32,30,28,26,24,16,4,,,,,,,,
436,“圆舞曲之王”约翰.施特劳斯与“圆舞曲之父”老约翰.施特劳斯是什么关系？,父子,32,30,28,26,24,16,4,父子。,32,30,28,26,24,16,4,,,,,,,,
437,《史记》中的“世家”是给什么人作的传？,诸侯王,32,30,28,26,24,16,4,诸侯王。,32,30,28,26,24,16,4,,,,,,,,
438,中国最热的地方在哪里？,吐鲁番,32,30,28,26,24,16,4,吐鲁番。,32,30,28,26,24,16,4,,,,,,,,
439,世界上最大的冰川在哪个洲？,南极洲,32,30,28,26,24,16,4,南极洲。,32,30,28,26,24,16,4,,,,,,,,
440,“问君能有几多愁”诗句的下句是？,恰似一江春水向东流,32,30,28,26,24,16,4,恰似一江春水向东流。,32,30,28,26,24,16,4,,,,,,,,
441,鸟类中最小的是？,蜂鸟,32,30,28,26,24,16,4,蜂鸟。,32,30,28,26,24,16,4,,,,,,,,
442,一公斤的铁和一公斤的棉花哪一个重？,一样重,32,30,28,26,24,16,4,一样重。,32,30,28,26,24,16,4,,,,,,,,
443,《三国演义》中的“凤雏”是谁？,庞统,32,30,28,26,24,16,4,庞统。,32,30,28,26,24,16,4,,,,,,,,
444,美国历史上第一所高等学府是？,哈佛大学,32,30,28,26,24,16,4,哈佛大学。,32,30,28,26,24,16,4,,,,,,,,
445,日本的哪个城市与中国北京竞争申办2008年奥运会？,大阪,32,30,28,26,24,16,4,大阪。,32,30,28,26,24,16,4,,,,,,,,
446,人们在收拾鱼身时涂下列哪种东西可防滑？,醋,32,30,28,26,24,16,4,醋。,32,30,28,26,24,16,4,,,,,,,,
447,舞曲中的“圆舞曲”又叫什么？,华尔兹,32,30,28,26,24,16,4,华尔兹。,32,30,28,26,24,16,4,,,,,,,,
448,“白色污染”是指哪一类污染？,塑料垃圾污染,32,30,28,26,24,16,4,塑料垃圾污染。,32,30,28,26,24,16,4,,,,,,,,
449,“国色天香”最初形容的是什么花？,牡丹,32,30,28,26,24,16,4,牡丹。,32,30,28,26,24,16,4,,,,,,,,
450,享有“钟表王国”美誉的是哪个国家？,瑞士,32,30,28,26,24,16,4,瑞士。,32,30,28,26,24,16,4,,,,,,,,
451,羊肉泡馍是甘肃还是山西美食的代表？,甘肃,32,30,28,26,24,16,4,甘肃。,32,30,28,26,24,16,4,,,,,,,,
452,“狗不理包子”是河南还是天津的名小吃？,天津,32,30,28,26,24,16,4,天津。,32,30,28,26,24,16,4,,,,,,,,
453,香港的“四大天王”分别是黎明，刘德华，郭富城，张国荣？（请回答对或错）,错,32,30,28,26,24,16,4,错。,32,30,28,26,24,16,4,,,,,,,,
454,歌曲《外婆的澎湖湾》中的澎湖湾在台湾还是在江苏？,台湾,32,30,28,26,24,16,4,台湾。,32,30,28,26,24,16,4,,,,,,,,
455,围棋规则中，执白子先走还是黑子先走？,黑子,32,30,28,26,24,16,4,黑子。,32,30,28,26,24,16,4,,,,,,,,
456,美国的自由女神像是法国送的还是英国送的？,法国,32,30,28,26,24,16,4,法国。,32,30,28,26,24,16,4,,,,,,,,
457,《三国演义》中蜀国五虎大将里被称为常胜将军的是赵子龙还是张飞？,赵子龙,32,30,28,26,24,16,4,赵子龙。,32,30,28,26,24,16,4,,,,,,,,
458,迈克尔·菲尔普斯在2008年北京奥运独揽八枚金牌还是九枚金牌？,八枚,32,30,28,26,24,16,4,八枚。,32,30,28,26,24,16,4,,,,,,,,
459,世界上最长的河流是尼罗河还是黄河？,尼罗河,32,30,28,26,24,16,4,尼罗河。,32,30,28,26,24,16,4,,,,,,,,
460,加入加拿大国籍是需向英国女王宣誓效忠吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
461,电影《唐伯虎点秋香》中，唐伯虎在华府中被赐名华安还是华风？,华安,32,30,28,26,24,16,4,华安。,32,30,28,26,24,16,4,,,,,,,,
462,局外人的“局”是指棋局吗？（请回答是或否）,是,32,30,28,26,24,16,4,是。,32,30,28,26,24,16,4,,,,,,,,
463,Windows7是哪一年上市的？（请用阿拉伯数字回答）,2009,32,30,28,26,24,16,4,2009。,32,30,28,26,24,16,4,2009,32,30,28,26,24,16,4
464,足球赛中“352”阵型中前锋是两人还是后卫两人？,前锋,32,30,28,26,24,16,4,前锋。,32,30,28,26,24,16,4,,,,,,,,
465,体育运动之母是指田径还是足球？,田径,32,30,28,26,24,16,4,田径。,32,30,28,26,24,16,4,,,,,,,,
466,先提出联合国的是罗斯福还是丘吉尔？,罗斯福,32,30,28,26,24,16,4,罗斯福。,32,30,28,26,24,16,4,,,,,,,,
467,奇怪的变色河是多瑙河还是黄河？,多瑙河,32,30,28,26,24,16,4,多瑙河。,32,30,28,26,24,16,4,,,,,,,,
468,最早发明闰月的是巴比伦还是古代中国吗？,巴比伦,32,30,28,26,24,16,4,巴比伦。,32,30,28,26,24,16,4,,,,,,,,
469,世界上最高的高原是巴西高原还是青藏高原？,巴西高原,32,30,28,26,24,16,4,巴西高原。,32,30,28,26,24,16,4,,,,,,,,
470,天下第一奇山是黄山还是泰山？,黄山,32,30,28,26,24,16,4,黄山。,32,30,28,26,24,16,4,,,,,,,,
471,南非还是中国的黄金产量居世界第一？,南非,32,30,28,26,24,16,4,南非。,32,30,28,26,24,16,4,,,,,,,,
472,最轻的气体是氢气还是氮气？,氢气,32,30,28,26,24,16,4,氢气。,32,30,28,26,24,16,4,,,,,,,,
473,天空中最亮的行星是金星还是月亮？,金星,32,30,28,26,24,16,4,金星。,32,30,28,26,24,16,4,,,,,,,,
474,蚕豆富含蛋白质，不含胆固醇，多食可预防心脑血管疾病，对吗？（请回答对或错）,对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
475,丘比特是维纳斯还是波塞冬的儿子？,维纳斯,32,30,28,26,24,16,4,维纳斯。,32,30,28,26,24,16,4,,,,,,,,
476,“身无彩凤双飞翼，心有灵犀一点通”是李商隐还是李白的诗句？,李商隐,32,30,28,26,24,16,4,李商隐。,32,30,28,26,24,16,4,,,,,,,,
477,著名的“特洛伊之战”起因是为了争夺一位美女还是帅哥？,美女,32,30,28,26,24,16,4,美女。,32,30,28,26,24,16,4,,,,,,,,
478,一张100元人民币破损了一半，在银行可以换到50元还是30元？（请用阿拉伯数字回答）,50,32,30,28,26,24,16,4,50。,32,30,28,26,24,16,4,50,32,30,28,26,24,16,4
479,武汉还是襄阳又称江城？,武汉,32,30,28,26,24,16,4,武汉。,32,30,28,26,24,16,4,,,,,,,,
480,西藏布达拉宫最初是松赞干布为了迎接文成公主而兴建的，对吗？（请回答对或错）,对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
481,坦克是英国人还是美国人发明的？,英国人,32,30,28,26,24,16,4,英国人。,32,30,28,26,24,16,4,,,,,,,,
482,世界上面积最小的国家是梵蒂冈还是毛里求斯？,梵蒂冈,32,30,28,26,24,16,4,梵蒂冈。,32,30,28,26,24,16,4,,,,,,,,
483,《大唐双龙传》和《寻秦记》都是黄易还是古龙的作品？,黄易,32,30,28,26,24,16,4,黄易。,32,30,28,26,24,16,4,,,,,,,,
484,运动员郭晶晶的丈夫是霍启刚还是李泽楷？,霍启刚,32,30,28,26,24,16,4,霍启刚。,32,30,28,26,24,16,4,,,,,,,,
485,《让子弹飞》中，小六子吃了两碗凉粉还是一碗的粉？,一碗,32,30,28,26,24,16,4,一碗。,32,30,28,26,24,16,4,,,,,,,,
486,汉字中只有一笔画的字只有1个，对吗？（请回答对或错）,错,32,30,28,26,24,16,4,错。,32,30,28,26,24,16,4,,,,,,,,
487,李开复还是李彦宏创建了百度？,李彦宏,32,30,28,26,24,16,4,李彦宏。,32,30,28,26,24,16,4,,,,,,,,
488,内蒙古的首府是鄂尔多斯还是呼和浩特？,呼和浩特,32,30,28,26,24,16,4,呼和浩特。,32,30,28,26,24,16,4,,,,,,,,
489,新浪微博官方认证的用户，会标记W字母还V字母？,V,32,30,28,26,24,16,4,V。,32,30,28,26,24,16,4,,,,,,,,
490,石锅拌饭源自日本还是韩国？,韩国,32,30,28,26,24,16,4,韩国。,32,30,28,26,24,16,4,,,,,,,,
491,“端午节”习俗是吃月饼还是粽子？,粽子,32,30,28,26,24,16,4,粽子。,32,30,28,26,24,16,4,,,,,,,,
492,“项庄舞剑，意在沛公”中的沛公指刘备还是刘邦？,刘邦,32,30,28,26,24,16,4,刘邦。,32,30,28,26,24,16,4,,,,,,,,
493,山西的省会是西安还是太原？,太原,32,30,28,26,24,16,4,太原。,32,30,28,26,24,16,4,,,,,,,,
494,吴三桂是在清朝还是明朝被封为平西王的？,清朝,32,30,28,26,24,16,4,清朝。,32,30,28,26,24,16,4,,,,,,,,
495,维生素A还是维生素B可治脚气病？,维生素B,32,30,28,26,24,16,4,维生素B。,32,30,28,26,24,16,4,,,,,,,,
496,感冒不能吃海鱼对吗？（请回答对或错）,对,32,30,28,26,24,16,4,对。,32,30,28,26,24,16,4,,,,,,,,
497,方便面里必然有漂白剂还是合成抗氧化剂？,合成抗氧化剂,32,30,28,26,24,16,4,合成抗氧化剂。,32,30,28,26,24,16,4,,,,,,,,
498,中国旧时流行的《百家姓》始写于唐朝还是北宋？,北宋,32,30,28,26,24,16,4,北宋。,32,30,28,26,24,16,4,,,,,,,,
499,中国古代“不惑”是指男子四十岁还是五十岁？,四十岁,32,30,28,26,24,16,4,四十岁。,32,30,28,26,24,16,4,,,,,,,,
500,世界上最大的古代士石建筑工程是长城还是故宫？,长城,32,30,28,26,24,16,4,长城。,32,30,28,26,24,16,4,,,,,,,,
501,泼水节是我国彝族还是傣族的传统节日？,傣族,32,30,28,26,24,16,4,傣族。,32,30,28,26,24,16,4,,,,,,,,
502,世界上最大的宫殿是故宫还是白宫？,故宫,32,30,28,26,24,16,4,故宫。,32,30,28,26,24,16,4,,,,,,,,
503,我国发现最早的纸币是在唐朝还是宋朝？,宋朝,32,30,28,26,24,16,4,宋朝。,32,30,28,26,24,16,4,,,,,,,,
504,“大煮干丝”是淮阳菜系还是山东菜系的代表菜之一？,淮阳菜系,32,30,28,26,24,16,4,淮阳菜系。,32,30,28,26,24,16,4,,,,,,,,
505,什么动物最没有方向感？,麋鹿,32,30,28,26,24,16,4,麋鹿。,32,30,28,26,24,16,4,,,,,,,,
506,被人们称作“梦幻工厂”的是宝莱坞还是好莱坞？,好莱坞,32,30,28,26,24,16,4,好莱坞。,32,30,28,26,24,16,4,,,,,,,,
507,我国最大的瀑布“黄果树瀑布”位于哪个省？,贵州省,32,30,28,26,24,16,4,贵州省。,32,30,28,26,24,16,4,,,,,,,,
508,咖啡的故乡是哪里？,非洲,32,30,28,26,24,16,4,非洲。,32,30,28,26,24,16,4,,,,,,,,
509,蟋蟀是靠翅膀还是嘴发出鸣叫声的？,翅膀,32,30,28,26,24,16,4,翅膀。,32,30,28,26,24,16,4,,,,,,,,
510,《威尼斯商人》是谁的作品？,莎士比亚,32,30,28,26,24,16,4,莎士比亚。,32,30,28,26,24,16,4,,,,,,,,
511,什么东西，你把它倒过来之后，会变大二分之一？,6,32,30,28,26,24,16,4,6。,32,30,28,26,24,16,4,6,32,30,28,26,24,16,4
512,著名风景区九寨沟位于我国哪个省？,四川,32,30,28,26,24,16,4,四川。,32,30,28,26,24,16,4,,,,,,,,
513,“山城”是我国哪座城市的雅号？,重庆,32,30,28,26,24,16,4,重庆。,32,30,28,26,24,16,4,,,,,,,,
514,《西游记》中的火焰山是今天的什么地方？,吐鲁番,32,30,28,26,24,16,4,吐鲁番。,32,30,28,26,24,16,4,,,,,,,,
515,有“诗鬼”之称的是？,李贺,32,30,28,26,24,16,4,李贺。,32,30,28,26,24,16,4,,,,,,,,
516,迷踪拳的创始人是谁？,霍元甲,32,30,28,26,24,16,4,霍元甲。,32,30,28,26,24,16,4,,,,,,,,
517,一场篮球赛每个运动员最多允许犯规多少次？（请用阿拉伯数字回答）,5,32,30,28,26,24,16,4,5。,32,30,28,26,24,16,4,5,32,30,28,26,24,16,4
518,我国西晋的第一代皇帝名叫？,司马炎,32,30,28,26,24,16,4,司马炎。,32,30,28,26,24,16,4,,,,,,,,
519,“如意如意随我心意，快快显灵”是哪部动画片中的台词？,葫芦兄弟,32,30,28,26,24,16,4,葫芦兄弟。,32,30,28,26,24,16,4,,,,,,,,
520,世界上的“风车之国”是指哪个国家？,荷兰,32,30,28,26,24,16,4,荷兰。,32,30,28,26,24,16,4,,,,,,,,
521,被称为“药王”是谁？,孙思邈,32,30,28,26,24,16,4,孙思邈。,32,30,28,26,24,16,4,,,,,,,,
522,著名的卢浮宫博物馆在哪？,巴黎,32,30,28,26,24,16,4,巴黎。,32,30,28,26,24,16,4,,,,,,,,
523,“海市蜃楼”通常发生在哪个季节？,夏季,32,30,28,26,24,16,4,夏季。,32,30,28,26,24,16,4,,,,,,,,
524,租出去的房应该由谁来维修？,房东,32,30,28,26,24,16,4,房东。,32,30,28,26,24,16,4,,,,,,,,
525,美国历史上第一所高等学府是？,哈佛,32,30,28,26,24,16,4,哈佛。,32,30,28,26,24,16,4,,,,,,,,
526,企鹅一般在四月还是五月份产卵？,四月,32,30,28,26,24,16,4,四月。,32,30,28,26,24,16,4,,,,,,,,
527,国际礼仪中，鸣放礼炮都是单数还是双数？,单数,32,30,28,26,24,16,4,单数。,32,30,28,26,24,16,4,,,,,,,,
528,中国面积最大的省份是新疆还是西藏？,新疆,32,30,28,26,24,16,4,新疆。,32,30,28,26,24,16,4,,,,,,,,
529,“王婆卖瓜，自卖自夸”中的王婆卖的是西瓜还是哈密瓜？,哈密瓜,32,30,28,26,24,16,4,哈密瓜。,32,30,28,26,24,16,4,,,,,,,,
530,“天生我材必有用，千金散尽还复来”出自哪首诗？,将进酒,32,30,28,26,24,16,4,将进酒。,32,30,28,26,24,16,4,,,,,,,,
531,人体消化道中最长的器官是大肠还是小肠？,小肠,32,30,28,26,24,16,4,小肠。,32,30,28,26,24,16,4,,,,,,,,
532,“春风不度玉门关”是谁的诗句？,王之涣,32,30,28,26,24,16,4,王之涣。,32,30,28,26,24,16,4,,,,,,,,
533,“君子之交淡若水，小人之交甘若醴”出自《庄子》还是《论语》？,庄子,32,30,28,26,24,16,4,庄子。,32,30,28,26,24,16,4,,,,,,,,
534,“金屋藏娇”的故事与哪一位皇帝有关？,汉武帝,32,30,28,26,24,16,4,汉武帝。,32,30,28,26,24,16,4,,,,,,,,
535,蚯蚓的血是红色还是灰色？,红色,32,30,28,26,24,16,4,红色。,32,30,28,26,24,16,4,,,,,,,,
536,我国著名的六朝古都是？,南京,32,30,28,26,24,16,4,南京。,32,30,28,26,24,16,4,,,,,,,,
537,馒头是诸葛亮还是刘邦发明的？,诸葛亮,32,30,28,26,24,16,4,诸葛亮。,32,30,28,26,24,16,4,,,,,,,,
538,中国与13个还是14个国家接壤？（请用阿拉伯数字回答）,13,32,30,28,26,24,16,4,13。,32,30,28,26,24,16,4,13,32,30,28,26,24,16,4
539,号“六一居士”的是？,欧阳修,32,30,28,26,24,16,4,欧阳修。,32,30,28,26,24,16,4,,,,,,,,
540,被称为“第七艺术”的是？,电影,32,30,28,26,24,16,4,电影。,32,30,28,26,24,16,4,,,,,,,,
541,国际风筝节我国哪一城市举行？,潍坊,32,30,28,26,24,16,4,潍坊。,32,30,28,26,24,16,4,,,,,,,,
542,“冰激凌”是从哪国传进的外来语？,英国,32,30,28,26,24,16,4,英国。,32,30,28,26,24,16,4,,,,,,,,
543,眼镜是13世纪在威尼斯还是佛罗伦萨制成？,威尼斯,32,30,28,26,24,16,4,威尼斯。,32,30,28,26,24,16,4,,,,,,,,
544,美国的国花是玫瑰还是满天星？,玫瑰,32,30,28,26,24,16,4,玫瑰。,32,30,28,26,24,16,4,,,,,,,,
545,全世界最大的蕃薯长在哪里？,土里,32,30,28,26,24,16,4,土里。,32,30,28,26,24,16,4,,,,,,,,
546,全世界最大的公鸡是从哪里来的？,蛋里,32,30,28,26,24,16,4,蛋里。,32,30,28,26,24,16,4,,,,,,,,
547,汽车在右转弯时，哪一条轮胎不转？,备胎,32,30,28,26,24,16,4,备胎。,32,30,28,26,24,16,4,,,,,,,,
548,用什么可以解开所有的谜题？,答案,32,30,28,26,24,16,4,答案。,32,30,28,26,24,16,4,,,,,,,,
